"env_package","long_name","pos","definition","requirement","ctime"
"plant-associated","sample storage location",1,"","X","2009-10-25 21:05:58.465538+01"
"plant-associated","sample storage temperature",1,"","X","2009-10-25 21:05:58.465538+01"
"plant-associated","sample volume or weight for DNA extraction",1,"","X","2012-01-24 15:31:12.650885+01"
"plant-associated","seasonal environment",1,"","X","2009-10-25 21:05:58.465538+01"
"plant-associated","standing water regimen",1,"","X","2009-10-25 21:05:58.465538+01"
"plant-associated","temperature",1,"","X","2009-10-25 21:05:58.465538+01"
"plant-associated","tissue culture growth media",1,"","X","2009-10-25 21:05:58.465538+01"
"plant-associated","water temperature regimen",1,"","X","2009-10-25 21:05:58.465538+01"
"plant-associated","watering regimen",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","altitude",0,"","-","2010-06-04 14:20:00.737588+02"
"sediment","depth",0,"","M","2010-06-04 14:20:00.737588+02"
"sediment","elevation",0,"","M","2010-06-04 14:20:00.737588+02"
"sediment","alkalinity",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","alkyl diethers",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","aminopeptidase activity",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","ammonium",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","bacterial carbon production",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","biomass",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","bishomohopanol",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","bromide",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","calcium",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","carbon/nitrogen ratio",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","chemical administration",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","chloride",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","chlorophyll",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","density",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","diether lipids",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","dissolved carbon dioxide",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","dissolved hydrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","dissolved inorganic carbon",1,"","X","2010-05-26 13:43:15.444251+02"
"sediment","dissolved organic carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","dissolved organic nitrogen",1,"","X","2010-05-26 14:07:11.95642+02"
"sediment","dissolved oxygen",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","glucosidase activity",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","magnesium",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","mean friction velocity",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","mean peak friction velocity",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","methane",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","miscellaneous parameter",1,"","X","2009-11-07 14:19:47.206104+01"
"sediment","n-alkanes",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","nitrate",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","nitrite",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","organic carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","organic matter",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","organic nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","organism count",1,"","X","2009-11-03 18:13:24.956979+01"
"sediment","oxygenation status of sample",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","pH",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","particle classification",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","particulate organic carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","perturbation",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","petroleum hydrocarbon",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","phaeopigments",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","phosphate",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","phospholipid fatty acid",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","porosity",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","potassium",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","pressure",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","redox potential",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","salinity",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","sample storage duration",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","sample storage location",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","sample storage temperature",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","sample volume or weight for DNA extraction",1,"","X","2012-01-24 15:31:12.650885+01"
"sediment","sediment type",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","silicate",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","sodium",1,"","X","2010-05-26 13:34:16.863469+02"
"sediment","sulfate",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","sulfide",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","temperature",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","tidal stage",1,"","X","2010-05-26 13:23:13.189518+02"
"sediment","total carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","total nitrogen",1,"total nitrogen content of the sample","X","2009-11-10 15:50:43.932136+01"
"sediment","total organic carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","turbidity",1,"","X","2009-10-25 21:05:58.465538+01"
"sediment","water content",1,"","X","2009-10-25 21:05:58.465538+01"
"soil","altitude",0,"","C","2010-06-04 14:20:00.737588+02"
"soil","depth",0,"","M","2010-06-04 14:20:00.737588+02"
"soil","elevation",0,"","M","2010-06-04 14:20:00.737588+02"
"soil","current land use",1,"","X","2009-10-25 21:05:58.465538+01"
"soil","current vegetation",2,"","X","2009-10-25 21:05:58.465538+01"
"soil","current vegetation method",3,"","X","2009-11-12 11:41:53.823177+01"
"soil","history/previous land use",4,"","X","2009-10-25 21:05:58.465538+01"
"soil","history/previous land use method",5,"","X","2009-11-12 11:47:57.973424+01"
"soil","history/crop rotation",6,"","X","2009-10-25 21:05:58.465538+01"
"soil","history/agrochemical additions",7,"","X","2009-10-25 21:05:58.465538+01"
"soil","history/tillage",8,"","X","2009-10-25 21:05:58.465538+01"
"soil","history/fire",9,"","X","2009-10-25 21:05:58.465538+01"
"soil","history/flooding",10,"","X","2009-10-25 21:05:58.465538+01"
"soil","history/extreme events",11,"","X","2009-10-25 21:05:58.465538+01"
"soil","horizon",13,"","X","2009-10-25 21:05:58.465538+01"
"soil","horizon method",14,"","X","2009-11-12 11:53:22.977198+01"
"soil","composite design/sieving (if any)",15,"","X","2009-10-25 21:05:58.465538+01"
"soil","water content",16,"","X","2009-10-25 21:05:58.465538+01"
"soil","water content method",17,"","X","2009-11-12 11:57:34.547437+01"
"soil","sample volume or weight for DNA extraction",18,"","X","2009-10-25 21:05:58.465538+01"
"soil","pooling of DNA extracts (if done)",19,"","X","2009-10-25 21:05:58.465538+01"
"soil","storage conditions (fresh/frozen/other)",20,"","X","2009-10-25 21:05:58.465538+01"
"soil","link to climate information",21,"","X","2009-10-25 21:05:58.465538+01"
"soil","mean annual and seasonal temperature",22,"","X","2009-10-25 21:05:58.465538+01"
"soil","mean annual and seasonal precipitation",23,"","X","2009-10-25 21:05:58.465538+01"
"soil","link to classification information",24,"","X","2009-10-25 21:05:58.465538+01"
"soil","soil_taxonomic/FAO classification",25,"","X","2009-10-25 21:05:58.465538+01"
"soil","soil_taxonomic/local classification",26,"","X","2009-10-25 21:05:58.465538+01"
"soil","soil_taxonomic/local classification method",27,"","X","2009-11-12 11:59:54.372131+01"
"soil","soil type",28,"","X","2009-10-25 21:05:58.465538+01"
"soil","soil type method",29,"","X","2009-11-12 12:02:00.314331+01"
"soil","slope gradient",30,"","X","2009-10-25 21:05:58.465538+01"
"soil","slope aspect",31,"","X","2009-10-25 21:05:58.465538+01"
"soil","profile position",32,"","X","2009-10-25 21:05:58.465538+01"
"soil","drainage classification",33,"","X","2009-10-25 21:05:58.465538+01"
"soil","texture",34,"","X","2009-10-25 21:05:58.465538+01"
"soil","texture method",35,"","X","2009-11-12 12:03:04.949306+01"
"soil","pH",36,"","X","2009-10-25 21:05:58.465538+01"
"soil","pH method",37,"","X","2009-11-12 12:04:33.536923+01"
"soil","total organic carbon",38,"","X","2009-10-25 21:05:58.465538+01"
"soil","total organic carbon method",39,"","X","2009-11-12 12:06:00.414988+01"
"soil","total nitrogen",40,"total nitrogen content of the sample","X","2009-10-25 21:05:58.465538+01"
"soil","total nitrogen method",41,"","X","2009-11-12 12:07:54.133018+01"
"soil","microbial biomass",42,"","X","2009-10-25 21:05:58.465538+01"
"soil","microbial biomass method",43,"","X","2009-11-12 12:10:03.202684+01"
"soil","links to additional analysis",44,"","X","2009-10-25 21:05:58.465538+01"
"soil","extreme_unusual_properties/salinity",45,"","X","2009-10-25 21:05:58.465538+01"
"soil","extreme_unusual_properties/salinity method",46,"","X","2009-11-12 12:18:49.523376+01"
"soil","extreme_unusual_properties/heavy metals",47,"","X","2009-10-25 21:05:58.465538+01"
"soil","extreme_unusual_properties/heavy metals method",48,"","X","2009-11-12 12:18:29.563289+01"
"soil","extreme_unusual_properties/Al saturation",49,"","X","2009-10-25 21:05:58.465538+01"
"soil","extreme_unusual_properties/Al saturation method",50,"","X","2009-11-12 12:18:08.420954+01"
"soil","miscellaneous parameter",51,"","X","2009-11-07 14:19:47.206104+01"
"wastewater/sludge","depth",0,"","C","2010-06-04 14:20:00.737588+02"
"wastewater/sludge","alkalinity",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","biochemical oxygen demand",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","chemical administration",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","chemical oxygen demand",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","efficiency percent",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","emulsions",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","gaseous substances",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","industrial effluent percent",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","inorganic particles",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","miscellaneous parameter",1,"","X","2009-11-07 14:19:47.206104+01"
"wastewater/sludge","nitrate",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","organic particles",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","organism count",1,"","X","2009-11-03 18:13:24.956979+01"
"wastewater/sludge","oxygenation status of sample",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","pH",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","perturbation",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","phosphate",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","pre-treatment",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","primary treatment",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","reactor type",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","sample salinity",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","sample storage duration",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","sample storage location",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","sample storage temperature",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","sample volume or weight for DNA extraction",1,"","X","2012-01-24 15:31:12.650885+01"
"wastewater/sludge","secondary treatment",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","sewage type",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","sludge retention time",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","sodium",1,"","X","2010-05-26 13:35:11.444232+02"
"wastewater/sludge","soluble inorganic material",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","soluble organic material",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","suspended solids",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","temperature",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","tertiary treatment",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","total nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","total phosphate",1,"","X","2009-10-25 21:05:58.465538+01"
"wastewater/sludge","wastewater type",1,"","X","2009-10-25 21:05:58.465538+01"
"water","altitude",0,"","-","2010-06-04 14:20:00.737588+02"
"water","depth",0,"","M","2010-06-04 14:20:00.737588+02"
"water","elevation",0,"","C","2010-06-04 14:20:00.737588+02"
"water","alkalinity",1,"","X","2009-10-25 21:05:58.465538+01"
"water","alkyl diethers",1,"","X","2009-10-25 21:05:58.465538+01"
"water","aminopeptidase activity",1,"","X","2009-10-25 21:05:58.465538+01"
"water","ammonium",1,"","X","2009-10-25 21:05:58.465538+01"
"water","atmospheric data",1,"","X","2009-10-25 21:05:58.465538+01"
"water","bacterial carbon production",1,"","X","2009-10-25 21:05:58.465538+01"
"water","bacterial production",1,"","X","2014-01-21 15:02:33.560391+01"
"water","bacterial respiration",1,"","X","2014-01-21 15:02:44.232087+01"
"water","biomass",1,"","X","2009-10-25 21:05:58.465538+01"
"water","bishomohopanol",1,"","X","2009-10-25 21:05:58.465538+01"
"water","bromide",1,"","X","2009-10-25 21:05:58.465538+01"
"water","calcium",1,"","X","2009-10-25 21:05:58.465538+01"
"water","carbon/nitrogen ratio",1,"","X","2009-10-25 21:05:58.465538+01"
"water","chemical administration",1,"","X","2009-10-25 21:05:58.465538+01"
"water","chloride",1,"","X","2009-10-25 21:05:58.465538+01"
"water","chlorophyll",1,"","X","2009-10-25 21:05:58.465538+01"
"water","conductivity",1,"","X","2014-01-21 15:01:56.978093+01"
"water","density",1,"","X","2009-10-25 21:05:58.465538+01"
"water","diether lipids",1,"","X","2009-10-25 21:05:58.465538+01"
"water","dissolved carbon dioxide",1,"","X","2009-10-25 21:05:58.465538+01"
"water","dissolved hydrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"water","dissolved inorganic carbon",1,"","X","2010-05-26 13:42:41.995893+02"
"water","dissolved inorganic nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"water","dissolved inorganic phosphorus",1,"","X","2009-10-25 21:05:58.465538+01"
"water","dissolved organic carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"water","dissolved organic nitrogen",1,"","X","2010-05-26 14:07:11.95642+02"
"water","dissolved oxygen",1,"","X","2009-10-25 21:05:58.465538+01"
"water","downward PAR",1,"","X","2014-01-21 15:02:22.353296+01"
"water","fluorescence",1,"","X","2014-01-21 15:02:09.745604+01"
"water","glucosidase activity",1,"","X","2009-10-25 21:05:58.465538+01"
"water","light intensity",1,"","X","2009-10-25 21:05:58.465538+01"
"water","magnesium",1,"","X","2009-10-25 21:05:58.465538+01"
"water","mean friction velocity",1,"","X","2009-10-25 21:05:58.465538+01"
"water","mean peak friction velocity",1,"","X","2009-10-25 21:05:58.465538+01"
"water","miscellaneous parameter",1,"","X","2009-11-07 14:19:47.206104+01"
"water","n-alkanes",1,"","X","2009-10-25 21:05:58.465538+01"
"water","nitrate",1,"","X","2009-10-25 21:05:58.465538+01"
"water","nitrite",1,"","X","2009-10-25 21:05:58.465538+01"
"water","nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"water","organic carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"water","organic matter",1,"","X","2009-10-25 21:05:58.465538+01"
"water","organic nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"water","organism count",1,"","X","2009-11-03 18:13:24.956979+01"
"water","oxygenation status of sample",1,"","X","2009-10-25 21:05:58.465538+01"
"water","pH",1,"","X","2009-10-25 21:05:58.465538+01"
"water","particulate organic carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"water","particulate organic nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"water","perturbation",1,"","X","2009-10-25 21:05:58.465538+01"
"water","petroleum hydrocarbon",1,"","X","2009-10-25 21:05:58.465538+01"
"water","phaeopigments",1,"","X","2009-10-25 21:05:58.465538+01"
"water","phosphate",1,"","X","2009-10-25 21:05:58.465538+01"
"water","phospholipid fatty acid",1,"","X","2009-10-25 21:05:58.465538+01"
"water","photon flux",1,"","X","2009-10-25 21:05:58.465538+01"
"water","potassium",1,"","X","2009-10-25 21:05:58.465538+01"
"water","pressure",1,"","X","2009-10-25 21:05:58.465538+01"
"water","primary production",1,"","X","2009-10-25 21:05:58.465538+01"
"water","redox potential",1,"","X","2009-10-25 21:05:58.465538+01"
"water","salinity",1,"","X","2009-10-25 21:05:58.465538+01"
"water","sample storage duration",1,"","X","2009-10-25 21:05:58.465538+01"
"water","sample storage location",1,"","X","2009-10-25 21:05:58.465538+01"
"water","sample storage temperature",1,"","X","2009-10-25 21:05:58.465538+01"
"water","sample volume or weight for DNA extraction",1,"","X","2012-01-24 15:31:12.650885+01"
"water","silicate",1,"","X","2009-10-25 21:05:58.465538+01"
"water","sodium",1,"","X","2010-05-26 13:32:49.316449+02"
"water","soluble reactive phosphorus",1,"","X","2009-10-25 21:05:58.465538+01"
"water","sulfate",1,"","X","2009-10-25 21:05:58.465538+01"
"water","sulfide",1,"","X","2009-10-25 21:05:58.465538+01"
"water","suspended particulate matter",1,"","X","2009-10-25 21:05:58.465538+01"
"water","temperature",1,"","X","2009-10-25 21:05:58.465538+01"
"water","tidal stage",1,"","X","2010-05-26 13:23:03.685988+02"
"water","total depth of water column",1,"","X","2009-10-25 21:05:58.465538+01"
"water","total dissolved nitrogen",1,"","X","2010-05-26 13:19:45.505673+02"
"water","total inorganic nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"water","total nitrogen",1,"","X","2009-10-25 21:05:58.465538+01"
"water","total particulate carbon",1,"","X","2009-10-25 21:05:58.465538+01"
"water","total phosphorus",1,"","X","2009-10-25 21:05:58.465538+01"
"water","water current",1,"","X","2009-10-25 21:05:58.465538+01"
